label,text
Phishing Mail,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
Legitimate Mail,Do you think i can move  &lt;#&gt;  in a week
Legitimate Mail,She.s find. I sent you an offline message to know how anjola's now.
Phishing Mail,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
Legitimate Mail,How was txting and driving
Legitimate Mail,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
Legitimate Mail,Really dun bluff me leh... U sleep early too. Nite...
Legitimate Mail,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
Legitimate Mail,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
Legitimate Mail,Oh ya ya. I remember da. .
Legitimate Mail,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
Phishing Mail,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
Legitimate Mail,I not busy juz dun wan 2 go so early.. Hee..
Legitimate Mail,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
Legitimate Mail,"Great. I'm in church now, will holla when i get out"
Legitimate Mail,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
Legitimate Mail,I donno if they are scorable
Legitimate Mail,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
Legitimate Mail,"Yes but i dont care! I need you bad, princess!"
Legitimate Mail,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
Legitimate Mail,Do u knw dis no. &lt;#&gt; ?
Legitimate Mail,Then she dun believe wat?
Legitimate Mail,K..give back my thanks.
Legitimate Mail,I know complain num only..bettr directly go to bsnl offc nd apply for it..
Legitimate Mail,Okay. I've seen it. So i should pick it on friday?
Legitimate Mail,How much she payed. Suganya.
Legitimate Mail,Left dessert. U wan me 2 go suntec look 4 u?
Legitimate Mail,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
Legitimate Mail,Onum ela pa. Normal than.
Legitimate Mail,K.k..how is your sister kids?
Legitimate Mail,"Cool, I'll text you when I'm on the way"
Legitimate Mail,Nope. Meanwhile she talk say make i greet you.
Legitimate Mail,i cant talk to you now.i will call when i can.dont keep calling.
Legitimate Mail,Anything lar...
Legitimate Mail,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
Legitimate Mail,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
Legitimate Mail,They will pick up and drop in car.so no problem..
Legitimate Mail,S.i think he is waste for rr..
Legitimate Mail,He is world famamus....
Legitimate Mail,Is there coming friday is leave for pongal?do you get any news from your work place.
Legitimate Mail,Lol well don't do it without me. We could have a big sale together.
Legitimate Mail,* Am on my way
Legitimate Mail,Eat at old airport road... But now 630 oredi... Got a lot of pple...
Legitimate Mail,"sry can't talk on phone, with parents"
Phishing Mail,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
Legitimate Mail,Ok lor wat time ü finish?
Legitimate Mail,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
Legitimate Mail,Mm i am on the way to railway
Legitimate Mail,i dnt wnt to tlk wid u
Legitimate Mail,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
Legitimate Mail,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
Phishing Mail,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
Phishing Mail,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
Legitimate Mail,K.:)do it at evening da:)urgent:)
Legitimate Mail,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
Legitimate Mail,Mm have some kanji dont eat anything heavy ok
Legitimate Mail,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
Legitimate Mail,Lol that's different. I don't go trying to find every real life photo you ever took.
Legitimate Mail,I dont thnk its a wrong calling between us
Legitimate Mail,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
Legitimate Mail,Aiyah e rain like quite big leh. If drizzling i can at least run home.
Legitimate Mail,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
Legitimate Mail,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
Legitimate Mail,"Greetings me, ! Consider yourself excused."
Legitimate Mail,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
Legitimate Mail,they released another Italian one today and it has a cosign option
Legitimate Mail,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
Phishing Mail,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
Legitimate Mail,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
Legitimate Mail,Dai what this da.. Can i send my resume to this id.
Legitimate Mail,"I know where the  &lt;#&gt;  is, I'll be there around 5"
Legitimate Mail,Yup i've finished c ü there...
Legitimate Mail,Remember to ask alex about his pizza
Legitimate Mail,No da..today also i forgot..
Legitimate Mail,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
Legitimate Mail,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
Legitimate Mail,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
Legitimate Mail,Congrats kano..whr s the treat maga?
Legitimate Mail,Who u talking about?
Legitimate Mail,Yup...
Legitimate Mail,Ok...
Legitimate Mail,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
Legitimate Mail,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
Legitimate Mail,Er yep sure. Props?
Legitimate Mail,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
Phishing Mail,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
Legitimate Mail,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
Legitimate Mail,Bognor it is! Should be splendid at this time of year.
Legitimate Mail,Yes.i'm in office da:)
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,Joy's father is John. Then John is the NAME of Joy's father. Mandan
Legitimate Mail,Ok. I only ask abt e movie. U wan ktv oso?
Legitimate Mail,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
Legitimate Mail,"Sorry, I'll call later"
Phishing Mail,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
Legitimate Mail,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
Legitimate Mail,Do u noe how 2 send files between 2 computers?
Legitimate Mail,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
Legitimate Mail,jay says he'll put in  &lt;#&gt;
Legitimate Mail,Can you just come in for a sec? There's somebody here I want you to see
Legitimate Mail,So the sun is anti sleep medicine.
Legitimate Mail,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
Legitimate Mail,Yup ok...
Legitimate Mail,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
Legitimate Mail,Ok enjoy . R u there in home.
Legitimate Mail,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
Legitimate Mail,You do what all you like
Legitimate Mail,That's y we haf to combine n c how lor...
Legitimate Mail,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
Legitimate Mail,Hmmm:)how many players selected?
Legitimate Mail,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
Legitimate Mail,I dont. Can you send it to me. Plus how's mode.
Legitimate Mail,Aiyo please ü got time meh.
Legitimate Mail,Package all your programs well
Legitimate Mail,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
Legitimate Mail,So are you guys asking that i get that slippers again or its gone with last year
Legitimate Mail,Company is very good.environment is terrific and food is really nice:)
Phishing Mail,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
Legitimate Mail,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
Legitimate Mail,Yup but not studying surfing lor. I'm in e lazy mode today.
Legitimate Mail,Please sen :)my kind advice :-)please come here and try:-)
Legitimate Mail,I'm done. C ü there.
Legitimate Mail,"Oh fine, I'll be by tonight"
Legitimate Mail,Ü give me some time to walk there.
Legitimate Mail,I'll reach in ard 20 mins ok...
Phishing Mail,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
Legitimate Mail,Fuck babe ... What happened to you ? How come you never came back?
Phishing Mail,This message is brought to you by GMW Ltd. and is not connected to the
Legitimate Mail,"Some friends want me to drive em someplace, probably take a while"
Legitimate Mail,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
Legitimate Mail,Are you still getting the goods.
Legitimate Mail,And maybe some pressies
Legitimate Mail,"Yeah I am, so I'll leave maybe 7ish?"
Legitimate Mail,K..k..i'm also fine:)when will you complete the course?
Legitimate Mail,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
Legitimate Mail,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
Legitimate Mail,You in your room? I need a few
Legitimate Mail,I dont want to hear anything
Legitimate Mail,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
Legitimate Mail,Ultimately tor motive tui achieve korli.
Legitimate Mail,From 5 to 2 only my work timing.
Legitimate Mail,… and don‘t worry we‘ll have finished by march … ish!
Legitimate Mail,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
Phishing Mail,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
Phishing Mail,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
Legitimate Mail,Now thats going to ruin your thesis!
Legitimate Mail,In sch but neva mind u eat 1st lor..
Legitimate Mail,Hey whats up? U sleeping all morning?
Legitimate Mail,Erm. I thought the contract ran out the4th of october.
Legitimate Mail,I dunno until when... Lets go learn pilates...
Phishing Mail,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
Legitimate Mail,Yup i'm elaborating on the safety aspects and some other issues..
Phishing Mail,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
Legitimate Mail,"Goodmorning, today i am late for 1hr."
Legitimate Mail,Hi happy birthday. Hi hi hi hi hi hi hi
Legitimate Mail,I will be outside office take all from there
Legitimate Mail,If you don't respond imma assume you're still asleep and imma start calling n shit
Legitimate Mail,"Aight, see you in a bit"
Legitimate Mail,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
Phishing Mail,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
Legitimate Mail,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
Legitimate Mail,Still work going on:)it is very small house.
Legitimate Mail,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
Legitimate Mail,Tmr timin still da same wat cos i got lesson until 6...
Legitimate Mail,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
Phishing Mail,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
Legitimate Mail,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
Legitimate Mail,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
Legitimate Mail,Okie... Thanx...
Legitimate Mail,"Gosh that , what a pain. Spose I better come then."
Legitimate Mail,"As usual..iam fine, happy &amp; doing well..:)"
Legitimate Mail,Okie
Legitimate Mail,So when you gonna get rimac access
Legitimate Mail,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
Legitimate Mail,You call times job today ok umma and ask them to speed up
Legitimate Mail,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
Legitimate Mail,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
Legitimate Mail,:-) yeah! Lol. Luckily i didn't have a starring role like you!
Legitimate Mail,Hello madam how are you ?
Legitimate Mail,"Awesome, text me when you're restocked"
Legitimate Mail,"As usual..iam fine, happy &amp; doing well..:)"
Phishing Mail,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
Legitimate Mail,Yes. It's all innocent fun. O:-)
Legitimate Mail,Thanks for sending this mental ability question..
Legitimate Mail,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
Legitimate Mail,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
Legitimate Mail,I went to ur hon lab but no one is there.
Legitimate Mail,I cant pick the phone right now. Pls send a message
Legitimate Mail,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
Phishing Mail,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
Legitimate Mail,How come?
Legitimate Mail,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
Legitimate Mail,Ok lor...
Legitimate Mail,I'm coming home 4 dinner.
Legitimate Mail,S da..al r above  &lt;#&gt;
Phishing Mail,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
Legitimate Mail,Unni thank you dear for the recharge..Rakhesh
Legitimate Mail,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
Legitimate Mail,Haha... They cant what... At the most tmr forfeit... haha so how?
Legitimate Mail,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
Legitimate Mail,No way I'm going back there!
Phishing Mail,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
Legitimate Mail,I WILL CAL YOU SIR. In meeting
Legitimate Mail,"That's what I love to hear :V see you sundayish, then"
Legitimate Mail,"Sorry da thangam, very very sorry i am held up with prasad."
Legitimate Mail,Tiwary to rcb.battle between bang and kochi.
Legitimate Mail,Thank god they are in bed!
Legitimate Mail,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
Legitimate Mail,Am in gobi arts college
Legitimate Mail,Why she wants to talk to me
Legitimate Mail,Pandy joined 4w technologies today.he got job..
Phishing Mail,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
Legitimate Mail,"They can try! They can get lost, in fact. Tee hee"
Legitimate Mail,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
Legitimate Mail,My friends use to call the same.
Legitimate Mail,"Sorry, I'll call later"
Legitimate Mail,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
Legitimate Mail,"It,,s a taxt massage....tie-pos argh ok! Lool!"
Legitimate Mail,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
Legitimate Mail,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
Legitimate Mail,Do you like shaking your booty on the dance floor?
Legitimate Mail,"Text me when you get off, don't call, my phones having problems"
Legitimate Mail,No need for the drug anymore.
Legitimate Mail,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
Legitimate Mail,Its sarcasm.. .nt scarcasim
Legitimate Mail,Great! I have to run now so ttyl!
Legitimate Mail,Feel like trying kadeem again? :V
Legitimate Mail,Dai  &lt;#&gt;  naal eruku.
Legitimate Mail,Not yet chikku..wat abt u?
Legitimate Mail,Ok...
Legitimate Mail,Want to finally have lunch today?
Legitimate Mail,Do you know when dad will be back?
Phishing Mail,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
Phishing Mail,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
Legitimate Mail,He remains a bro amongst bros
Legitimate Mail,R u meeting da ge at nite tmr?
Legitimate Mail,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
Legitimate Mail,Why de. You looking good only:-)..
Phishing Mail,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
Phishing Mail,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
Legitimate Mail,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
Legitimate Mail,"That's cool, I'll come by like  &lt;#&gt; ish"
Legitimate Mail,Super msg da:)nalla timing.
Legitimate Mail,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
Legitimate Mail,I am 6 ft. We will be a good combination!
Legitimate Mail,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
Legitimate Mail,* Am on a train back from northampton so i'm afraid not!
Legitimate Mail,Where in abj are you serving. Are you staying with dad or alone.
Legitimate Mail,Was playng 9 doors game and gt racing on phone lol
Phishing Mail,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
Legitimate Mail,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
Legitimate Mail,I'm on da bus going home...
Legitimate Mail,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
Legitimate Mail,I'm okay. Chasing the dream. What's good. What are you doing next.
Legitimate Mail,Yupz... I've oredi booked slots 4 my weekends liao...
Phishing Mail,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
Legitimate Mail,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
Legitimate Mail,Okie
Legitimate Mail,Yes I know the cheesy songs from frosty the snowman :)
Legitimate Mail,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
Phishing Mail,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
Legitimate Mail,Hey tmr meet at bugis 930 ?
Phishing Mail,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
Legitimate Mail,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
Legitimate Mail,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
Legitimate Mail,And whenever you and i see we can still hook up too.
Legitimate Mail,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
Legitimate Mail,Can you use foreign stamps for whatever you send them off for?
Phishing Mail,FROM 88066 LOST £12 HELP
Legitimate Mail,Oh baby of the house. How come you dont have any new pictures on facebook
Legitimate Mail,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
Legitimate Mail,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
Legitimate Mail,"Omw back to tampa from west palm, you hear what happened?"
Legitimate Mail,Yup no more already... Thanx 4 printing n handing it up.
Phishing Mail,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
Legitimate Mail,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
Legitimate Mail,S now only i took tablets . Reaction morning only.
Phishing Mail,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
Legitimate Mail,"Nah, I'm a perpetual DD"
Legitimate Mail,Sorry de i went to shop.
Phishing Mail,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
Legitimate Mail,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
Legitimate Mail,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
Legitimate Mail,Nope i'm not drivin... I neva develop da photos lei...
Legitimate Mail,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
Legitimate Mail,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
Legitimate Mail,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
Legitimate Mail,Okie.. Thanx..
Phishing Mail,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
Legitimate Mail,Go where n buy? Juz buy when we get there lar.
Legitimate Mail,Ok lor...
Legitimate Mail,I'm working technical support :)voice process.
Legitimate Mail,It's justbeen overa week since we broke up and already our brains are going to mush!
Legitimate Mail,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
Legitimate Mail,Nope... C ü then...
Legitimate Mail,No. But we'll do medical missions to nigeria
Legitimate Mail,No i am not having not any movies in my laptop
Legitimate Mail,Whatsup there. Dont u want to sleep
Phishing Mail,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
Phishing Mail,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
Legitimate Mail,I havent lei.. Next mon can?
Legitimate Mail,Mm feeling sleepy. today itself i shall get that dear
Legitimate Mail,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
Legitimate Mail,Do ü noe if ben is going?
Legitimate Mail,Can you do a mag meeting this avo at some point?
Legitimate Mail,I meant middle left or right?
Legitimate Mail,Really? I crashed out cuddled on my sofa.
Legitimate Mail,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
Legitimate Mail,"I sent you the prices and do you mean the  &lt;#&gt; g,"
Legitimate Mail,Are you this much buzy
Legitimate Mail,Nothing. Can...
Phishing Mail,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
Legitimate Mail,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
Legitimate Mail,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
Legitimate Mail,"Tick, tick, tick ... Babe"
Legitimate Mail,R ü going 4 today's meeting?
Legitimate Mail,K da:)how many page you want?
Legitimate Mail,Ya had just now.onion roast.
Legitimate Mail,Send his number and give reply tomorrow morning for why you said that to him like that ok
Legitimate Mail,You said not now. No problem. When you can. Let me know.
Legitimate Mail,Ok but tell me half an hr b4 u come i need 2 prepare.
Legitimate Mail,Play w computer? Aiyah i tok 2 u lor?
Legitimate Mail,Sat right? Okay thanks...
Legitimate Mail,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
Legitimate Mail,Ok Chinese food on its way. When I get fat you're paying for my lipo.
Legitimate Mail,We r outside already.
Legitimate Mail,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
Legitimate Mail,Yo we are watching a movie on netflix
Legitimate Mail,What time. I‘m out until prob 3 or so
Legitimate Mail,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
Legitimate Mail,I dont thnk its a wrong calling between us
Legitimate Mail,I am not sure about night menu. . . I know only about noon menu
Legitimate Mail,ARR birthday today:) i wish him to get more oscar.
